"Rk.x","Player","Player_Href.x","Nation.x","Pos.x","Squad.x","Age.x","Born.x","MP_Playing Time","Starts_Playing Time","Min_Playing Time","Mins_Per_90_Playing Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY.x","CrdR.x","xG_Expected.x","npxG_Expected.x","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per 90 Minutes","Ast_Per 90 Minutes","G+A_Per 90 Minutes","G_minus_PK_Per 90 Minutes","G+A_minus_PK_Per 90 Minutes","xG_Per 90 Minutes","xAG_Per 90 Minutes","xG+xAG_Per 90 Minutes","npxG_Per 90 Minutes","npxG+xAG_Per 90 Minutes","Matches.x","url.x","Rk.y","Player_Href.y","Nation.y","Pos.y","Squad.y","Age.y","Born.y","Mins_Per_90.x","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected.y","npxG_Expected.y","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Matches.y","url.y","Rk.x.x","Player_Href.x.x","Nation.x.x","Pos.x.x","Squad.x.x","Age.x.x","Born.x.x","Mins_Per_90.y","CrdY.y","CrdR.y","2CrdY","Fls","Fld","Off","Crs","Int.x","TklW","PKwon","PKcon","OG","Recov","Won_Aerial Duels","Lost_Aerial Duels","Won_percent_Aerial Duels","Matches.x.x","url.x.x","Rk.y.y","Player_Href.y.y","Nation.y.y","Pos.y.y","Squad.y.y","Age.y.y","Born.y.y","Mins_Per_90.x.x","SCA_SCA","SCA90_SCA","PassLive_SCA Types","PassDead_SCA Types","TO_SCA Types","Sh_SCA Types","Fld_SCA Types","Def_SCA Types","GCA_GCA","GCA90_GCA","PassLive_GCA Types","PassDead_GCA Types","TO_GCA Types","Sh_GCA Types","Fld_GCA Types","Def_GCA Types","Matches.y.y","url.y.y","Rk","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90.y.y","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int.y","Tkl+Int","Clr","Err","Matches","url"
11,"Ajibola Alese","/en/players/182a8b9d/Ajibola-Alese","eng ENG","DF","Sunderland",22,2001,8,5,462,5.1,0,0,0,0,0,0,2,0,0,0,0.8,0.8,7,17,18,0,0,0,0,0,0,0.16,0.16,0,0.16,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",11,"/en/players/182a8b9d/Ajibola-Alese","eng ENG","DF","Sunderland",22,2001,5.1,0,1,0,0,0.19,0,0,NA,14.4,0,0,0,0,0,0.02,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",11,"/en/players/182a8b9d/Ajibola-Alese","eng ENG","DF","Sunderland",22,2001,5.1,2,0,0,3,8,0,4,6,9,0,0,0,18,9,7,56.3,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",11,"/en/players/182a8b9d/Ajibola-Alese","eng ENG","DF","Sunderland",22,2001,5.1,11,2.14,8,0,0,1,0,2,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",11,"/en/players/182a8b9d/Ajibola-Alese","eng ENG","DF","Sunderland",22,2001,5.1,10,9,6,3,1,4,7,57.1,3,7,1,6,6,16,13,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
12,"Rúnar Alex Rúnarsson","/en/players/8fa8f8d2/Runar-Alex-Runarsson","is ISL","GK","Cardiff City",28,1995,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",12,"/en/players/8fa8f8d2/Runar-Alex-Runarsson","is ISL","GK","Cardiff City",28,1995,6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",12,"/en/players/8fa8f8d2/Runar-Alex-Runarsson","is ISL","GK","Cardiff City",28,1995,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",12,"/en/players/8fa8f8d2/Runar-Alex-Runarsson","is ISL","GK","Cardiff City",28,1995,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",12,"/en/players/8fa8f8d2/Runar-Alex-Runarsson","is ISL","GK","Cardiff City",28,1995,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
13,"Jamie Allen","/en/players/2c183a79/Jamie-Allen","eng ENG","MF","Coventry City",28,1995,22,14,1158,12.9,1,1,2,1,0,0,1,0,1.8,1.8,1,2.8,22,53,44,0.08,0.08,0.16,0.08,0.16,0.14,0.08,0.21,0.14,0.21,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",13,"/en/players/2c183a79/Jamie-Allen","eng ENG","MF","Coventry City",28,1995,12.9,1,11,4,36.4,0.85,0.31,0.09,0.25,18,0,0,0,1.8,1.8,0.16,-0.8,-0.8,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",13,"/en/players/2c183a79/Jamie-Allen","eng ENG","MF","Coventry City",28,1995,12.9,1,0,0,10,6,2,9,14,7,0,0,0,58,8,13,38.1,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",13,"/en/players/2c183a79/Jamie-Allen","eng ENG","MF","Coventry City",28,1995,12.9,27,2.1,25,0,0,1,1,0,3,0.23,1,0,0,1,1,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",13,"/en/players/2c183a79/Jamie-Allen","eng ENG","MF","Coventry City",28,1995,12.9,15,7,9,4,2,6,22,27.3,16,6,1,5,14,29,7,1,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
14,"Joe Allen","/en/players/9feb8f24/Joe-Allen","wls WAL","MF","Swansea City",33,1990,19,6,642,7.1,2,1,3,2,0,0,5,0,1.6,1.6,0.5,2.1,9,33,9,0.28,0.14,0.42,0.28,0.42,0.23,0.07,0.3,0.23,0.3,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",14,"/en/players/9feb8f24/Joe-Allen","wls WAL","MF","Swansea City",33,1990,7.1,2,9,2,22.2,1.26,0.28,0.22,1,14.6,0,0,0,1.6,1.6,0.18,0.4,0.4,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",14,"/en/players/9feb8f24/Joe-Allen","wls WAL","MF","Swansea City",33,1990,7.1,5,0,0,10,10,0,3,15,8,0,0,0,37,7,10,41.2,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",14,"/en/players/9feb8f24/Joe-Allen","wls WAL","MF","Swansea City",33,1990,7.1,16,2.25,12,0,0,1,2,1,3,0.42,2,0,0,0,0,1,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",14,"/en/players/9feb8f24/Joe-Allen","wls WAL","MF","Swansea City",33,1990,7.1,13,8,3,7,3,8,15,53.3,7,5,1,4,15,28,9,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
15,"Ryan Allsop","/en/players/af615123/Ryan-Allsop","eng ENG","GK","Hull City",31,1992,37,37,3321,36.9,0,0,0,0,0,0,3,0,0,0,0.3,0.3,0,2,0,0,0,0,0,0,0,0.01,0.01,0,0.01,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",15,"/en/players/af615123/Ryan-Allsop","eng ENG","GK","Hull City",31,1992,36.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",15,"/en/players/af615123/Ryan-Allsop","eng ENG","GK","Hull City",31,1992,36.9,3,0,0,0,1,0,0,0,0,0,0,0,56,6,0,100,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",15,"/en/players/af615123/Ryan-Allsop","eng ENG","GK","Hull City",31,1992,36.9,8,0.22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",15,"/en/players/af615123/Ryan-Allsop","eng ENG","GK","Hull City",31,1992,36.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,2,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
16,"Jak Alnwick","/en/players/b0835fc0/Jak-Alnwick","eng ENG","GK","Cardiff City",30,1993,24,24,2160,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",16,"/en/players/b0835fc0/Jak-Alnwick","eng ENG","GK","Cardiff City",30,1993,24,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",16,"/en/players/b0835fc0/Jak-Alnwick","eng ENG","GK","Cardiff City",30,1993,24,1,0,0,0,4,0,0,0,0,0,0,0,28,5,0,100,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",16,"/en/players/b0835fc0/Jak-Alnwick","eng ENG","GK","Cardiff City",30,1993,24,1,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",16,"/en/players/b0835fc0/Jak-Alnwick","eng ENG","GK","Cardiff City",30,1993,24,0,0,0,0,0,0,3,0,3,2,0,2,0,0,12,1,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
17,"Sone Aluko","/en/players/5a75d4cc/Sone-Aluko","ng NGA","FW","Ipswich Town",34,1989,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.63,0,0.63,0.63,0.63,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",17,"/en/players/5a75d4cc/Sone-Aluko","ng NGA","FW","Ipswich Town",34,1989,0,0,1,0,0,30,0,0,NA,26.2,0,0,0,0,0,0.02,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",17,"/en/players/5a75d4cc/Sone-Aluko","ng NGA","FW","Ipswich Town",34,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",17,"/en/players/5a75d4cc/Sone-Aluko","ng NGA","FW","Ipswich Town",34,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",17,"/en/players/5a75d4cc/Sone-Aluko","ng NGA","FW","Ipswich Town",34,1989,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
18,"Samuel Amo-Ameyaw","/en/players/9eedf0e0/Samuel-Amo-Ameyaw","eng ENG","FW,MF","Southampton",17,2006,3,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.2,4,1,12,0,0,0,0,0,0.03,0.16,0.19,0.03,0.19,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",18,"/en/players/9eedf0e0/Samuel-Amo-Ameyaw","eng ENG","FW,MF","Southampton",17,2006,0.8,0,1,0,0,1.2,0,0,NA,15.8,0,0,0,0,0,0.02,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",18,"/en/players/9eedf0e0/Samuel-Amo-Ameyaw","eng ENG","FW,MF","Southampton",17,2006,0.8,0,0,0,1,0,0,6,0,2,0,0,0,2,0,3,0,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",18,"/en/players/9eedf0e0/Samuel-Amo-Ameyaw","eng ENG","FW,MF","Southampton",17,2006,0.8,5,6,2,1,1,1,0,0,1,1.2,0,0,1,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",18,"/en/players/9eedf0e0/Samuel-Amo-Ameyaw","eng ENG","FW,MF","Southampton",17,2006,0.8,3,2,1,0,2,2,3,66.7,1,2,0,2,0,3,1,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
19,"Ethan Ampadu","/en/players/10b9fa99/Ethan-Ampadu","wls WAL","MF,DF","Leeds United",22,2000,46,46,4138,46,0,1,1,0,0,0,9,0,2.3,2.3,2.7,5,55,237,18,0,0.02,0.02,0,0.02,0.05,0.06,0.11,0.05,0.11,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",19,"/en/players/10b9fa99/Ethan-Ampadu","wls WAL","MF,DF","Leeds United",22,2000,46,0,29,6,20.7,0.63,0.13,0,0,19.1,0,0,0,2.3,2.3,0.08,-2.3,-2.3,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",19,"/en/players/10b9fa99/Ethan-Ampadu","wls WAL","MF,DF","Leeds United",22,2000,46,9,0,0,45,39,1,6,64,42,0,0,0,319,63,37,63,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",19,"/en/players/10b9fa99/Ethan-Ampadu","wls WAL","MF,DF","Leeds United",22,2000,46,85,1.85,77,1,1,3,1,2,5,0.11,5,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",19,"/en/players/10b9fa99/Ethan-Ampadu","wls WAL","MF,DF","Leeds United",22,2000,46,70,42,34,32,4,29,44,65.9,15,64,36,28,64,134,111,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
20,"Lucas Andersen","/en/players/bb753183/Lucas-Andersen","dk DEN","MF","QPR",28,1994,16,12,909,10.1,1,4,5,1,0,0,2,0,1.3,1.3,1.9,3.2,24,37,52,0.1,0.4,0.5,0.1,0.5,0.12,0.19,0.32,0.12,0.32,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",20,"/en/players/bb753183/Lucas-Andersen","dk DEN","MF","QPR",28,1994,10.1,1,15,6,40,1.49,0.59,0.07,0.17,18.1,1,0,0,1.3,1.3,0.08,-0.3,-0.3,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",20,"/en/players/bb753183/Lucas-Andersen","dk DEN","MF","QPR",28,1994,10.1,2,0,0,12,8,1,74,11,9,0,0,0,38,2,8,20,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",20,"/en/players/bb753183/Lucas-Andersen","dk DEN","MF","QPR",28,1994,10.1,49,4.85,27,16,3,1,1,1,5,0.5,3,1,1,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",20,"/en/players/bb753183/Lucas-Andersen","dk DEN","MF","QPR",28,1994,10.1,14,9,5,7,2,8,16,50,8,12,0,12,11,25,8,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
21,"Keshi Anderson","/en/players/864a3eba/Keshi-Anderson","eng ENG","FW,MF","Birmingham City",28,1995,20,12,1021,11.3,0,2,2,0,0,0,2,0,1.5,1.5,1.9,3.4,45,53,69,0,0.18,0.18,0,0.18,0.13,0.17,0.3,0.13,0.3,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",21,"/en/players/864a3eba/Keshi-Anderson","eng ENG","FW,MF","Birmingham City",28,1995,11.3,0,19,4,21.1,1.67,0.35,0,0,17.8,0,0,0,1.5,1.5,0.08,-1.5,-1.5,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",21,"/en/players/864a3eba/Keshi-Anderson","eng ENG","FW,MF","Birmingham City",28,1995,11.3,2,0,0,13,27,4,46,7,7,1,0,0,68,6,31,16.2,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",21,"/en/players/864a3eba/Keshi-Anderson","eng ENG","FW,MF","Birmingham City",28,1995,11.3,55,4.85,36,6,3,5,3,2,6,0.53,3,0,0,2,0,1,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",21,"/en/players/864a3eba/Keshi-Anderson","eng ENG","FW,MF","Birmingham City",28,1995,11.3,14,7,7,4,3,5,14,35.7,9,12,0,12,7,21,12,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
22,"Kai Andrews","/en/players/baf7624c/Kai-Andrews","wls WAL","MF","Coventry City",16,2006,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",22,"/en/players/baf7624c/Kai-Andrews","wls WAL","MF","Coventry City",16,2006,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",22,"/en/players/baf7624c/Kai-Andrews","wls WAL","MF","Coventry City",16,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",22,"/en/players/baf7624c/Kai-Andrews","wls WAL","MF","Coventry City",16,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",22,"/en/players/baf7624c/Kai-Andrews","wls WAL","MF","Coventry City",16,2006,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
23,"Ryan Andrews","/en/players/40d103f8/Ryan-Andrews","eng ENG","DF,MF","Watford",18,2004,40,26,2575,28.6,3,2,5,3,0,0,7,1,1.8,1.8,1.5,3.3,76,88,156,0.1,0.07,0.17,0.1,0.17,0.06,0.05,0.12,0.06,0.12,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",23,"/en/players/40d103f8/Ryan-Andrews","eng ENG","DF,MF","Watford",18,2004,28.6,3,37,10,27,1.29,0.35,0.08,0.3,20.8,0,0,0,1.8,1.8,0.05,1.2,1.2,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",23,"/en/players/40d103f8/Ryan-Andrews","eng ENG","DF,MF","Watford",18,2004,28.6,7,1,0,33,46,4,71,44,38,0,0,1,157,17,50,25.4,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",23,"/en/players/40d103f8/Ryan-Andrews","eng ENG","DF,MF","Watford",18,2004,28.6,43,1.5,36,4,1,0,2,0,4,0.14,2,2,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",23,"/en/players/40d103f8/Ryan-Andrews","eng ENG","DF,MF","Watford",18,2004,28.6,48,38,26,18,4,22,40,55,18,32,3,29,44,92,62,2,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
24,"Jaidon Anthony","/en/players/e4238fb1/Jaidon-Anthony","eng ENG","FW,MF","Leeds United",23,1999,31,2,500,5.6,1,0,1,1,0,0,0,0,1.7,1.7,0.6,2.3,33,25,64,0.18,0,0.18,0.18,0.18,0.31,0.11,0.42,0.31,0.42,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",24,"/en/players/e4238fb1/Jaidon-Anthony","eng ENG","FW,MF","Leeds United",23,1999,5.6,1,20,6,30,3.6,1.08,0.05,0.17,18,1,0,0,1.7,1.7,0.08,-0.7,-0.7,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",24,"/en/players/e4238fb1/Jaidon-Anthony","eng ENG","FW,MF","Leeds United",23,1999,5.6,0,0,0,12,11,1,43,2,5,0,0,0,31,3,4,42.9,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",24,"/en/players/e4238fb1/Jaidon-Anthony","eng ENG","FW,MF","Leeds United",23,1999,5.6,28,5.03,16,4,6,2,0,0,1,0.18,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",24,"/en/players/e4238fb1/Jaidon-Anthony","eng ENG","FW,MF","Leeds United",23,1999,5.6,14,5,6,6,2,8,18,44.4,10,10,0,10,2,16,4,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
25,"Adil Aouchiche","/en/players/b94b8be1/Adil-Aouchiche","fr FRA","MF,FW","Sunderland",21,2002,28,10,1102,12.2,2,2,4,1,1,1,2,0,5,4.2,3.7,7.9,37,80,104,0.16,0.16,0.33,0.08,0.25,0.41,0.3,0.71,0.34,0.65,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",25,"/en/players/b94b8be1/Adil-Aouchiche","fr FRA","MF,FW","Sunderland",21,2002,12.2,2,41,13,31.7,3.35,1.06,0.02,0.08,19,7,1,1,5,4.2,0.1,-3,-3.2,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",25,"/en/players/b94b8be1/Adil-Aouchiche","fr FRA","MF,FW","Sunderland",21,2002,12.2,2,0,0,12,11,4,100,10,16,0,0,0,70,6,19,24,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",25,"/en/players/b94b8be1/Adil-Aouchiche","fr FRA","MF,FW","Sunderland",21,2002,12.2,64,5.23,42,7,2,6,2,5,3,0.25,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",25,"/en/players/b94b8be1/Adil-Aouchiche","fr FRA","MF,FW","Sunderland",21,2002,12.2,25,16,7,9,9,9,25,36,16,11,0,11,10,35,6,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
26,"Arvin Appiah","/en/players/eafa6953/Arvin-Appiah","eng ENG","FW,MF","Rotherham Utd",22,2001,29,7,834,9.3,0,1,1,0,0,0,2,0,0.4,0.4,0.3,0.7,30,19,46,0,0.11,0.11,0,0.11,0.04,0.03,0.07,0.04,0.07,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",26,"/en/players/eafa6953/Arvin-Appiah","eng ENG","FW,MF","Rotherham Utd",22,2001,9.3,0,9,1,11.1,0.97,0.11,0,0,22.2,2,0,0,0.4,0.4,0.04,-0.4,-0.4,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",26,"/en/players/eafa6953/Arvin-Appiah","eng ENG","FW,MF","Rotherham Utd",22,2001,9.3,2,0,0,3,15,3,21,5,6,0,0,0,47,4,12,25,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",26,"/en/players/eafa6953/Arvin-Appiah","eng ENG","FW,MF","Rotherham Utd",22,2001,9.3,19,2.05,14,1,1,0,3,0,2,0.22,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",26,"/en/players/eafa6953/Arvin-Appiah","eng ENG","FW,MF","Rotherham Utd",22,2001,9.3,9,6,3,4,2,4,10,40,6,11,0,11,5,14,2,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
27,"Joe Aribo","/en/players/328f7d51/Joe-Aribo","ng NGA","MF","Southampton",27,1996,35,16,1606,17.8,4,1,5,4,0,0,5,0,1.9,1.9,1.7,3.6,59,132,118,0.22,0.06,0.28,0.22,0.28,0.1,0.1,0.2,0.1,0.2,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",27,"/en/players/328f7d51/Joe-Aribo","ng NGA","MF","Southampton",27,1996,17.8,4,21,7,33.3,1.18,0.39,0.19,0.57,17,0,0,0,1.9,1.9,0.09,2.1,2.1,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",27,"/en/players/328f7d51/Joe-Aribo","ng NGA","MF","Southampton",27,1996,17.8,5,0,0,14,33,1,7,9,31,0,0,0,110,14,20,41.2,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",27,"/en/players/328f7d51/Joe-Aribo","ng NGA","MF","Southampton",27,1996,17.8,51,2.86,44,1,2,3,0,1,4,0.22,4,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",27,"/en/players/328f7d51/Joe-Aribo","ng NGA","MF","Southampton",27,1996,17.8,48,31,13,21,14,18,30,60,12,24,2,22,9,57,8,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
28,"Adam Armstrong","/en/players/68c720b5/Adam-Armstrong","eng ENG","FW,MF","Southampton",26,1997,46,44,3745,41.6,21,13,34,17,4,4,5,0,22,18.9,7.8,26.7,96,107,382,0.5,0.31,0.82,0.41,0.72,0.53,0.19,0.72,0.45,0.64,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",28,"/en/players/68c720b5/Adam-Armstrong","eng ENG","FW,MF","Southampton",26,1997,41.6,21,140,54,38.6,3.36,1.3,0.12,0.31,15,1,4,4,22,18.9,0.14,-1,-1.9,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",28,"/en/players/68c720b5/Adam-Armstrong","eng ENG","FW,MF","Southampton",26,1997,41.6,5,0,0,39,28,23,62,9,16,0,0,0,92,26,18,59.1,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",28,"/en/players/68c720b5/Adam-Armstrong","eng ENG","FW,MF","Southampton",26,1997,41.6,115,2.77,88,1,8,12,4,2,19,0.46,14,0,1,4,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",28,"/en/players/68c720b5/Adam-Armstrong","eng ENG","FW,MF","Southampton",26,1997,41.6,25,16,8,8,9,13,28,46.4,15,30,3,27,9,34,23,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
